sim_id,simulation_days,start_day,start_month,in_tSpDay,in_tSpNight,in_thetaLampMax,in_heatDeadZone,in_rhMax,out_yield_kg_m2,out_energy_heat_MJ_m2,out_energy_light_MJ_m2,out_energy_total_MJ_m2,out_water_L_m2,out_mean_tAir_C,out_min_tAir_C,out_mean_rh_pct,out_mean_tCan_C,out_final_cFruit,out_cost_heat_usd_m2,out_cost_light_usd_m2,out_cost_water_usd_m2,out_cost_total_usd_m2,out_cost_per_kg_yield
9,30,284,10,14.711267822348534,14.711267822348534,27.33122146427886,17.33654975138856,91.3577035648079,1.052652085542076e-82,34.60691887948445,5.146440544155668,39.75335942364011,38.74725721078577,19.028611753397946,14.403506579449145,82.87930381776282,19.416667805748947,84361.11875374365,0.2722629636964179,0.15868191677813312,0.04954735136068774,0.48049223183523876,
3,30,316,11,11.141941057620489,11.141941057620489,40.90127934918754,7.1680728047152655,89.07664215831224,2.692563256856972e-106,30.39164912824177,36.018612544679236,66.41026167292101,26.479815778576704,13.51168591873924,10.89877838447446,78.77958629296376,13.959126083257676,24624.473916898703,0.2391001779757409,1.1105738867942765,0.03386058345265818,1.3835346482226756,
5,30,224,8,21.719062867571857,18.969677854929692,35.78540975260773,12.324742220651183,77.02915137084453,4.013185966171252e-114,3.865158713336973,2.3184356077892168,6.18359432112619,29.647562238293844,30.276322234395987,16.5,44.024339596685074,30.452536573611916,940.8700481666524,0.030408357649949643,0.07148509790683419,0.037911281699694106,0.13980473725647793,
1,30,138,5,18.853790197810845,12.119842767053882,9.147311872121813,15.767503179876476,92.14322311344102,6.303709812305471e-113,2.0860030661706945,0.0,2.0860030661706945,47.47917429969765,29.148354996352836,11.967907600521796,58.62014168361911,30.13017641173733,3319.4517923529183,0.016411208956603567,0.0,0.06071313173329897,0.07712434068990254,
4,30,105,4,20.49735616093973,17.507496108121362,11.281749683157093,13.831673438091514,91.69878909691246,1.6358846374959594e-100,20.24309316520284,1.3725827654553653,21.615675930658206,65.59100364163581,25.39696819990172,16.5,74.24300433955159,26.35690751566509,36436.775826446625,0.15925845807695124,0.04232130193487377,0.08387330452457524,0.28545306453640024,
6,30,166,6,15.900183512539057,12.252994810967241,7.876502232132847,10.735401770636155,84.23674470052848,1.4413155789296593e-111,0.07323511964331357,0.0,0.07323511964331357,49.94479367518408,26.501589364054574,12.688212913629156,50.086761929861495,27.90455946642668,7456.055421743671,0.0005761625526440782,0.0,0.06386599772467395,0.06444216027731803,
0,30,78,3,15.018059365769826,14.646835026532813,31.456107734516163,6.46793633639666,82.79382228608885,1.2305050934314665e-44,50.848308293925555,0.0,50.848308293925555,86.40813992084273,17.636323764846303,14.382322969164822,74.42915083753758,18.556600101905367,180501.77573402497,0.40003882354462755,0.0,0.11049283942321764,0.5105316629678451,
8,30,115,4,13.040416710829714,13.040416710829714,9.810292534168054,14.166210843061714,75.55726503676799,2.4652590612495157e-40,25.15176371596993,1.1994294633044116,26.351193179274343,98.184892104629,19.22549539806601,12.753817456186608,74.69523918793396,20.135186537920127,190560.51836409065,0.19787643492184873,0.03698240845188602,0.1255521473676101,0.36041099074134486,
2,30,243,9,13.66753213408528,13.66753213408528,6.339397777439591,8.341939099438298,71.22170709941366,9.042439970381321e-54,20.208192172375995,1.1939983526918931,21.402190525067887,89.40271777229431,20.528286617111785,13.38312674085801,60.96452200740757,20.553441532031393,157593.5083311161,0.15898388154570686,0.03681494920800004,0.11432210145783471,0.31012093221154163,
7,30,61,3,17.705857827029416,11.67220233578421,32.32809872668494,5.2092104087178095,88.38600621605549,5.408132938769522e-58,39.030854648100004,0.0,39.030854648100004,66.49811920924265,16.7640322178349,11.369589419628134,79.204461893375,17.700778442941,146981.4173358322,0.307067387278891,0.0,0.08503326207998266,0.3921006493588737,
